5.188225768506526947e-04 3.112864214926958084e-03 1.400778209790587425e-02
3.112864214926958084e-03 1.400778209790587425e-02 5.603091465309262276e-02
1.400778209790587425e-02 5.603091465309262276e-02 2.101154490374028683e-01
5.603091465309262276e-02 2.101154490374028683e-01 7.564144623465836048e-01
2.101154490374028683e-01 7.564144623465836048e-01 6.474477327428758144e-01
7.564144623465836048e-01 6.474477327428758144e-01 7.695623533800244331e-02
6.474477327428758144e-01 7.695623533800244331e-02 6.347078173421323299e-01
7.695623533800244331e-02 6.347078173421323299e-01 1.156407860107719898e-01
6.347078173421323299e-01 1.156407860107719898e-01 9.814743599854409695e-01
1.156407860107719898e-01 9.814743599854409695e-01 8.480790858156979084e-01
9.814743599854409695e-01 8.480790858156979084e-01 2.552052750252187252e-01
8.480790858156979084e-01 2.552052750252187252e-01 8.985198778100311756e-01
2.552052750252187252e-01 8.985198778100311756e-01 9.427179163321852684e-02
8.985198778100311756e-01 9.427179163321852684e-02 4.789518495090305805e-01
9.427179163321852684e-02 4.789518495090305805e-01 2.526497235521674156e-02
4.789518495090305805e-01 2.526497235521674156e-02 8.410231885500252247e-01
2.526497235521674156e-02 8.410231885500252247e-01 8.187543801032006741e-01
8.410231885500252247e-01 8.187543801032006741e-01 3.433175836689770222e-01
8.187543801032006741e-01 3.433175836689770222e-01 6.911160810850560665e-01
3.433175836689770222e-01 6.911160810850560665e-01 5.683823348954319954e-02
6.911160810850560665e-01 5.683823348954319954e-02 1.209846711717545986e-01
5.683823348954319954e-02 1.209846711717545986e-01 2.143639256246387959e-01
1.209846711717545986e-01 2.143639256246387959e-01 1.973215132020413876e-01
2.143639256246387959e-01 1.973215132020413876e-01 2.546537485904991627e-01
1.973215132020413876e-01 2.546537485904991627e-01 7.520288727246224880e-01
2.546537485904991627e-01 7.520288727246224880e-01 2.202894990332424641e-01
7.520288727246224880e-01 2.202894990332424641e-01 5.534771396778523922e-01
2.202894990332424641e-01 5.534771396778523922e-01 3.382573467679321766e-01
5.534771396778523922e-01 3.382573467679321766e-01 4.824982350692152977e-02
3.382573467679321766e-01 4.824982350692152977e-02 2.451828201301395893e-01
4.824982350692152977e-02 2.451828201301395893e-01 3.684850921854376793e-02
2.451828201301395893e-01 3.684850921854376793e-02 1.444567414000630379e-02
3.684850921854376793e-02 1.444567414000630379e-02 7.550374618731439114e-01
1.444567414000630379e-02 7.550374618731439114e-01 4.002137039788067341e-01
7.550374618731439114e-01 4.002137039788067341e-01 6.059450670145452023e-01
4.002137039788067341e-01 6.059450670145452023e-01 3.374706627801060677e-02
6.059450670145452023e-01 3.374706627801060677e-02 7.489767945371568203e-01
3.374706627801060677e-02 7.489767945371568203e-01 1.901371707208454609e-01
7.489767945371568203e-01 1.901371707208454609e-01 4.000318734906613827e-01
1.901371707208454609e-01 4.000318734906613827e-01 6.889567044563591480e-01
4.000318734906613827e-01 6.889567044563591480e-01 5.334533653222024441e-01
6.889567044563591480e-01 5.334533653222024441e-01 1.098518259823322296e-04
5.334533653222024441e-01 1.098518259823322296e-04 1.995788230560719967e-01
1.098518259823322296e-04 1.995788230560719967e-01 1.964842719025909901e-01
1.995788230560719967e-01 1.964842719025909901e-01 3.826962239108979702e-01
1.964842719025909901e-01 3.826962239108979702e-01 5.278188963420689106e-01
3.826962239108979702e-01 5.278188963420689106e-01 7.226473628543317318e-01
5.278188963420689106e-01 7.226473628543317318e-01 5.855141100473701954e-01
7.226473628543317318e-01 5.855141100473701954e-01 9.258394595235586166e-03
5.855141100473701954e-01 9.258394595235586166e-03 7.859233771450817585e-01
9.258394595235586166e-03 7.859233771450817585e-01 6.322147115133702755e-01
7.859233771450817585e-01 6.322147115133702755e-01 7.199778747744858265e-01
6.322147115133702755e-01 7.199778747744858265e-01 6.299348450265824795e-01
7.199778747744858265e-01 6.299348450265824795e-01 2.998081971891224384e-01
6.299348450265824795e-01 2.998081971891224384e-01 1.294355778954923153e-01
2.998081971891224384e-01 1.294355778954923153e-01 7.833969267085194588e-02
1.294355778954923153e-01 7.833969267085194588e-02 3.051179549656808376e-01
7.833969267085194588e-02 3.051179549656808376e-01 1.256504957564175129e-01
3.051179549656808376e-01 1.256504957564175129e-01 7.841379847377538681e-03
1.256504957564175129e-01 7.841379847377538681e-03 9.161938172765076160e-01
7.841379847377538681e-03 9.161938172765076160e-01 4.265904850326478481e-01
9.161938172765076160e-01 4.265904850326478481e-01 3.137985547073185444e-01
4.265904850326478481e-01 3.137985547073185444e-01 4.347696295008063316e-02
3.137985547073185444e-01 4.347696295008063316e-02 4.366747853346168995e-01
4.347696295008063316e-02 4.366747853346168995e-01 2.287560454569756985e-01
4.366747853346168995e-01 2.287560454569756985e-01 4.424632047303020954e-01
2.287560454569756985e-01 4.424632047303020954e-01 5.959748192690312862e-01
4.424632047303020954e-01 5.959748192690312862e-01 5.936800730414688587e-01
5.959748192690312862e-01 5.936800730414688587e-01 1.983070648275315762e-01
5.936800730414688587e-01 1.983070648275315762e-01 8.467217315919697285e-01
1.983070648275315762e-01 8.467217315919697285e-01 2.955668061040341854e-01
8.467217315919697285e-01 2.955668061040341854e-01 1.529052522964775562e-01
2.955668061040341854e-01 1.529052522964775562e-01 2.573302588425576687e-01
